"db","query","family","order","kingdom"
"ncbi","Elasmostethus","Acanthosomatidae","Hemiptera","Metazoa"
"ncbi","Elateridae","Elateridae","Coleoptera","Metazoa"
"ncbi","Ellychnia","Lampyridae","Coleoptera","Metazoa"
"ncbi","Elonus","Aderidae","Coleoptera","Metazoa"
"ncbi","Elymana","Cicadellidae","Hemiptera","Metazoa"
"ncbi","Empoasca","Cicadellidae","Hemiptera","Metazoa"
"ncbi","Enallagma","Coenagrionidae","Odonata","Metazoa"
"ncbi","Enaphalodes","Cerambycidae","Coleoptera","Metazoa"
"ncbi","Enicospilus","Ichneumonidae","Hymenoptera","Metazoa"
"ncbi","Ennomos","Geometridae","Lepidoptera","Metazoa"
"ncbi","Enoclerus","Cleridae","Coleoptera","Metazoa"
"ncbi","Entomobrya","Entomobryidae","Entomobryomorpha","Metazoa"
"ncbi","Entomophthalmus","Eucnemidae","Coleoptera","Metazoa"
"ncbi","Epeolus","Apidae","Hymenoptera","Metazoa"
"ncbi","Ephydridae","Ephydridae","Diptera","Metazoa"
"ncbi","Epicauta","Meloidae","Coleoptera","Metazoa"
"ncbi","Epistrophe","Syrphidae","Diptera","Metazoa"
"ncbi","Episyron","Pompilidae","Hymenoptera","Metazoa"
"ncbi","Epitheca","Corduliidae","Odonata","Metazoa"
"ncbi","Epitrix","Chrysomelidae","Coleoptera","Metazoa"
"ncbi","Epuraea","Nitidulidae","Coleoptera","Metazoa"
"ncbi","Epyris","Bethylidae","Hymenoptera","Metazoa"
"ncbi","Eratoneura","Cicadellidae","Hemiptera","Metazoa"
"ncbi","Eremnophila","Sphecidae","Hymenoptera","Metazoa"
"ncbi","Eremocoris","Rhyparochromidae","Hemiptera","Metazoa"
"ncbi","Erichsonius","Staphylinidae","Coleoptera","Metazoa"
"ncbi","Erigone","Linyphiidae","Araneae","Metazoa"
"ncbi","Eristalinus","Syrphidae","Diptera","Metazoa"
"ncbi","Eristalis","Syrphidae","Diptera","Metazoa"
"ncbi","Erotylidae","Erotylidae","Coleoptera","Metazoa"
"ncbi","Erynnis","Hesperiidae","Lepidoptera","Metazoa"
"ncbi","Erythroneura","Cicadellidae","Hemiptera","Metazoa"
"ncbi","Euaesthetus","Staphylinidae","Coleoptera","Metazoa"
"ncbi","Euchaetes","Erebidae","Lepidoptera","Metazoa"
"ncbi","Eucinetus","Eucinetidae","Coleoptera","Metazoa"
"ncbi","Eucnemidae","Eucnemidae","Coleoptera","Metazoa"
"ncbi","Eudryas","Noctuidae","Lepidoptera","Metazoa"
"ncbi","Eulithis","Geometridae","Lepidoptera","Metazoa"
"ncbi","Eulophidae","Eulophidae","Hymenoptera","Metazoa"
"ncbi","Eumenes","Vespidae","Hymenoptera","Metazoa"
"ncbi","Eunemobius","Gryllidae","Orthoptera","Metazoa"
"ncbi","Euodynerus","Vespidae","Hymenoptera","Metazoa"
"ncbi","Euparius","Anthribidae","Coleoptera","Metazoa"
"ncbi","Eupelmidae","Eupelmidae","Hymenoptera","Metazoa"
"ncbi","Eupeodes","Syrphidae","Diptera","Metazoa"
"ncbi","Euphoria","Scarabaeidae","Coleoptera","Metazoa"
"ncbi","Eupogonius","Cerambycidae","Coleoptera","Metazoa"
"ncbi","Eupsenius",NA,NA,NA
"ncbi","Eupteryx","Cicadellidae","Hemiptera","Metazoa"
"ncbi","Eurytomidae","Eurytomidae","Hymenoptera","Metazoa"
"ncbi","Eusarca","Geometridae","Lepidoptera","Metazoa"
"ncbi","Euscelis","Cicadellidae","Hemiptera","Metazoa"
"ncbi","Euschistus","Pentatomidae","Hemiptera","Metazoa"
"ncbi","Eusphyrus",NA,NA,NA
"ncbi","Euspilotus","Histeridae","Coleoptera","Metazoa"
"ncbi","Eustala","Araneidae","Araneae","Metazoa"
"ncbi","Eusticta",NA,NA,NA
"ncbi","Eustixia","Crambidae","Lepidoptera","Metazoa"
"ncbi","Euwallacea","Curculionidae","Coleoptera","Metazoa"
"ncbi","Evagetes","Pompilidae","Hymenoptera","Metazoa"
"ncbi","Everes","Lycaenidae","Lepidoptera","Metazoa"
"ncbi","Evergestis","Crambidae","Lepidoptera","Metazoa"
"ncbi","Exallonyx","Proctotrupidae","Hymenoptera","Metazoa"
"ncbi","Exechia","Mycetophilidae","Diptera","Metazoa"
"ncbi","Exechiopsis","Mycetophilidae","Diptera","Metazoa"
"ncbi","Extenterini",NA,NA,NA
"ncbi","Extrusanus","Cicadellidae","Hemiptera","Metazoa"
"ncbi","Falsomordellistena","Mordellidae","Coleoptera","Metazoa"
"ncbi","Feltia","Noctuidae","Lepidoptera","Metazoa"
"ncbi","Ferdinandea","Syrphidae","Diptera","Metazoa"
"ncbi","Figitidae","Figitidae","Hymenoptera","Metazoa"
"ncbi","Fitchia","Reduviidae","Hemiptera","Metazoa"
"ncbi","Flavohelodes",NA,NA,NA
"ncbi","Flexamia","Cicadellidae","Hemiptera","Metazoa"
"ncbi","Forficula","Forficulidae","Dermaptera","Metazoa"
"ncbi","Formica","Formicidae","Hymenoptera","Metazoa"
"ncbi","Formicidae","Formicidae","Hymenoptera","Metazoa"
"ncbi","Fulvius","Miridae","Hemiptera","Metazoa"
"ncbi","Gasteruptiidae","Gasteruptiidae","Hymenoptera","Metazoa"
"ncbi","Gasteruption","Gasteruptiidae","Hymenoptera","Metazoa"
"ncbi","Gastrocopta","Pupillidae","Stylommatophora","Metazoa"
"ncbi","Gelis","Ichneumonidae","Hymenoptera","Metazoa"
"ncbi","Geocoris","Geocoridae","Hemiptera","Metazoa"
"ncbi","Geotrupes","Geotrupidae","Coleoptera","Metazoa"
"ncbi","Geraeus","Curculionidae","Coleoptera","Metazoa"
"ncbi","Gliptini",NA,NA,NA
"ncbi","Glischrochilus","Nitidulidae","Coleoptera","Metazoa"
"ncbi","Gluphisia","Notodontidae","Lepidoptera","Metazoa"
"ncbi","Glyphyalinia","Gastrodontidae","Stylommatophora","Metazoa"
"ncbi","Gnamptopelta","Ichneumonidae","Hymenoptera","Metazoa"
"ncbi","Gonatopus","Dryinidae","Hymenoptera","Metazoa"
"ncbi","Goniozus","Bethylidae","Hymenoptera","Metazoa"
"ncbi","Gorytes","Crabronidae","Hymenoptera","Metazoa"
"ncbi","Graminella","Cicadellidae","Hemiptera","Metazoa"
"ncbi","Graphocephala","Cicadellidae","Hemiptera","Metazoa"
"ncbi","Graphops","Chrysomelidae","Coleoptera","Metazoa"
"ncbi","Gryllus","Gryllidae","Orthoptera","Metazoa"
"ncbi","Gymnetron","Curculionidae","Coleoptera","Metazoa"
"ncbi","Gyponana","Cicadellidae","Hemiptera","Metazoa"
"ncbi","Gyrohypnus","Staphylinidae","Coleoptera","Metazoa"
"ncbi","Habrocerus","Staphylinidae","Coleoptera","Metazoa"
"ncbi","Hadrobregmus","Anobiidae","Coleoptera","Metazoa"
"ncbi","Hadromorphus","Elateridae","Coleoptera","Metazoa"
"ncbi","Haematopis","Geometridae","Lepidoptera","Metazoa"
"ncbi","Halictidae","Halictidae","Hymenoptera","Metazoa"
"ncbi","Halictus","Halictidae","Hymenoptera","Metazoa"
"ncbi","Hallomenus","Melandryidae","Coleoptera","Metazoa"
"ncbi","Halticus","Miridae","Hemiptera","Metazoa"
"ncbi","Halysidota","Erebidae","Lepidoptera","Metazoa"
"ncbi","Haplandrus","Tenebrionidae","Coleoptera","Metazoa"
"ncbi","Harmonia","Coccinellidae","Coleoptera","Metazoa"
"ncbi","Harmostes","Rhopalidae","Hemiptera","Metazoa"
"ncbi","Harpalus","Carabidae","Coleoptera","Metazoa"
"ncbi","Hebrus","Hebridae","Hemiptera","Metazoa"
"ncbi","Hedychridium","Chrysididae","Hymenoptera","Metazoa"
"ncbi","Helicoverpa","Noctuidae","Lepidoptera","Metazoa"
"ncbi","Helochara","Cicadellidae","Hemiptera","Metazoa"
"ncbi","Helophilus","Syrphidae","Diptera","Metazoa"
"ncbi","Hemaris","Sphingidae","Lepidoptera","Metazoa"
"ncbi","Hemerobiidae","Hemerobiidae","Neuroptera","Metazoa"
"ncbi","Hemicrepidius","Elateridae","Coleoptera","Metazoa"
"ncbi","Hemigastrini","Ichneumonidae","Hymenoptera","Metazoa"
"ncbi","Hemiptera",NA,"Hemiptera","Metazoa"
"ncbi","Heraeus","Rhyparochromidae","Hemiptera","Metazoa"
"ncbi","Heriades","Megachilidae","Hymenoptera","Metazoa"
"ncbi","Heringia","Syrphidae","Diptera","Metazoa"
"ncbi","Heterocampa","Notodontidae","Lepidoptera","Metazoa"
"ncbi","Heterospilus","Braconidae","Hymenoptera","Metazoa"
"ncbi","Heterotoma","Miridae","Hemiptera","Metazoa"
"ncbi","Hippoboscidae","Hippoboscidae","Diptera","Metazoa"
"ncbi","Hippodamia","Coccinellidae","Coleoptera","Metazoa"
"ncbi","Hishimonus","Cicadellidae","Hemiptera","Metazoa"
"ncbi","Histeridae","Histeridae","Coleoptera","Metazoa"
"ncbi","Holcostethus","Pentatomidae","Hemiptera","Metazoa"
"ncbi","Holopsis","Corylophidae","Coleoptera","Metazoa"
"ncbi","Homaeotarsus","Staphylinidae","Coleoptera","Metazoa"
"ncbi","Homolobus","Braconidae","Hymenoptera","Metazoa"
"ncbi","Homorthodes","Noctuidae","Lepidoptera","Metazoa"
"ncbi","Hoplisoides","Crabronidae","Hymenoptera","Metazoa"
"ncbi","Hoplitis","Megachilidae","Hymenoptera","Metazoa"
"ncbi","Hoshihananomia","Mordellidae","Coleoptera","Metazoa"
"ncbi","Hydrochus","Hydrochidae","Coleoptera","Metazoa"
"ncbi","Hydrophilidae","Hydrophilidae","Coleoptera","Metazoa"
"ncbi","Hylaeus","Colletidae","Hymenoptera","Metazoa"
"ncbi","Hylis","Eucnemidae","Coleoptera","Metazoa"
"ncbi","Hyloniscus","Trichoniscidae","Isopoda","Metazoa"
"ncbi","Hymenoptera",NA,"Hymenoptera","Metazoa"
"ncbi","Hymenorus","Tenebrionidae","Coleoptera","Metazoa"
"ncbi","Hypagyrtis","Geometridae","Lepidoptera","Metazoa"
"ncbi","Hypena","Erebidae","Lepidoptera","Metazoa"
"ncbi","Hypera","Curculionidae","Coleoptera","Metazoa"
"ncbi","Hyperaspis","Coccinellidae","Coleoptera","Metazoa"
"ncbi","Hyperplatys","Cerambycidae","Coleoptera","Metazoa"
"ncbi","Hyphantria","Erebidae","Lepidoptera","Metazoa"
"ncbi","Hypocaccus","Histeridae","Coleoptera","Metazoa"
"ncbi","Hypothenemus","Curculionidae","Coleoptera","Metazoa"
"ncbi","Hypsopygia","Pyralidae","Lepidoptera","Metazoa"
"ncbi","Ichneumon","Ichneumonidae","Hymenoptera","Metazoa"
"ncbi","Ichneumonidae","Ichneumonidae","Hymenoptera","Metazoa"
"ncbi","Ichneumoninae","Ichneumonidae","Hymenoptera","Metazoa"
"ncbi","Idia","Erebidae","Lepidoptera","Metazoa"
"ncbi","Idiocerus","Cicadellidae","Hemiptera","Metazoa"
"ncbi","Illinigina","Cicadellidae","Hemiptera","Metazoa"
"ncbi","Ilyomyces","Laboulbeniaceae","Laboulbeniales","Fungi"
"ncbi","Isa","Limacodidae","Lepidoptera","Metazoa"
"ncbi","Ischnodemus","Blissidae","Hemiptera","Metazoa"
"ncbi","Ischnopterapion","Apionidae","Coleoptera","Metazoa"
"ncbi","Ischnosoma","Staphylinidae","Coleoptera","Metazoa"
"ncbi","Ischnura","Coenagrionidae","Odonata","Metazoa"
"ncbi","Isochnus","Curculionidae","Coleoptera","Metazoa"
"ncbi","Isodontia","Sphecidae","Hymenoptera","Metazoa"
"ncbi","Isohydnocera","Cleridae","Coleoptera","Metazoa"
"ncbi","Isomera",NA,NA,NA
"ncbi","Isomira","Tenebrionidae","Coleoptera","Metazoa"
"ncbi","Isorhipis","Eucnemidae","Coleoptera","Metazoa"
"ncbi","Isotoma","Isotomidae","Entomobryomorpha","Metazoa"
"ncbi","Isotomiella","Isotomidae","Entomobryomorpha","Metazoa"
"ncbi","Jalysus","Berytidae","Hemiptera","Metazoa"
"ncbi","Japananus","Cicadellidae","Hemiptera","Metazoa"
"ncbi","Junonia","Nymphalidae","Lepidoptera","Metazoa"
"ncbi","Kleidocerys","Lygaeidae","Hemiptera","Metazoa"
"ncbi","Labidomera","Chrysomelidae","Coleoptera","Metazoa"
"ncbi","Laboulbenia","Laboulbeniaceae","Laboulbeniales","Fungi"
"ncbi","Lacinipolia","Noctuidae","Lepidoptera","Metazoa"
"ncbi","Lacosoma","Mimallonidae","Lepidoptera","Metazoa"
"ncbi","Laemophloeidae","Laemophloeidae","Coleoptera","Metazoa"
"ncbi","Laemophloeus","Laemophloeidae","Coleoptera","Metazoa"
"ncbi","Laemostenus","Carabidae","Coleoptera","Metazoa"
"ncbi","Lampyridae","Lampyridae","Coleoptera","Metazoa"
"ncbi","Languria","Erotylidae","Coleoptera","Metazoa"
"ncbi","Larinus","Curculionidae","Coleoptera","Metazoa"
"ncbi","Lascoria","Erebidae","Lepidoptera","Metazoa"
"ncbi","Lasioglossum","Halictidae","Hymenoptera","Metazoa"
"ncbi","Lasiomerus","Nabidae","Hemiptera","Metazoa"
"ncbi","Lasius","Formicidae","Hymenoptera","Metazoa"
"ncbi","Latalus","Cicadellidae","Hemiptera","Metazoa"
"ncbi","Lathrobium","Staphylinidae","Coleoptera","Metazoa"
"ncbi","Lauxiniidae",NA,NA,NA
"ncbi","Lebia","Carabidae","Coleoptera","Metazoa"
"ncbi","Leia","Mycetophilidae","Diptera","Metazoa"
"ncbi","Leiodes","Leiodidae","Coleoptera","Metazoa"
"ncbi","Leiodidae","Leiodidae","Coleoptera","Metazoa"
"ncbi","Lejops","Syrphidae","Diptera","Metazoa"
"ncbi","Lema","Chrysomelidae","Coleoptera","Metazoa"
"ncbi","Lepidocyrtus","Entomobryidae","Entomobryomorpha","Metazoa"
"ncbi","Lepidoptera",NA,"Lepidoptera","Metazoa"
"ncbi","Leptinotarsa","Chrysomelidae","Coleoptera","Metazoa"
"ncbi","Leptoglossus","Coreidae","Hemiptera","Metazoa"
"ncbi","Leptopterna","Miridae","Hemiptera","Metazoa"
"ncbi","Lepturges","Cerambycidae","Coleoptera","Metazoa"
"ncbi","Lestes","Lestidae","Odonata","Metazoa"
"ncbi","Lestica","Crabronidae","Hymenoptera","Metazoa"
"ncbi","Leucania","Noctuidae","Lepidoptera","Metazoa"
"ncbi","Lexiphanes","Chrysomelidae","Coleoptera","Metazoa"
"ncbi","Libellula","Libellulidae","Odonata","Metazoa"
"ncbi","Lichenophanes","Bostrichidae","Coleoptera","Metazoa"
"ncbi","Lignyodes","Curculionidae","Coleoptera","Metazoa"
"ncbi","Limnia","Sciomyzidae","Diptera","Metazoa"
"ncbi","Limonius","Elateridae","Coleoptera","Metazoa"
"ncbi","Liopinus","Cerambycidae","Coleoptera","Metazoa"
"ncbi","Listronotus","Curculionidae","Coleoptera","Metazoa"
"ncbi","Litargus","Mycetophagidae","Coleoptera","Metazoa"
"ncbi","Lithobius","Lithobiidae","Lithobiomorpha","Metazoa"
"ncbi","Lithocharis","Staphylinidae","Coleoptera","Metazoa"
"ncbi","Lithocharodes","Staphylinidae","Coleoptera","Metazoa"
"ncbi","Lixus","Curculionidae","Coleoptera","Metazoa"
"ncbi","Lobiopa","Nitidulidae","Coleoptera","Metazoa"
"ncbi","Longitarsus","Chrysomelidae","Coleoptera","Metazoa"
"ncbi","Lopidea","Miridae","Hemiptera","Metazoa"
"ncbi","Lordithon","Staphylinidae","Coleoptera","Metazoa"
"ncbi","Lucidota","Lampyridae","Coleoptera","Metazoa"
"ncbi","Lycaena","Lycaenidae","Lepidoptera","Metazoa"
"ncbi","Lycoperdina","Endomychidae","Coleoptera","Metazoa"
"ncbi","Lygaeus","Lygaeidae","Hemiptera","Metazoa"
"ncbi","Lygropia","Crambidae","Lepidoptera","Metazoa"
"ncbi","Lygus","Miridae","Hemiptera","Metazoa"
"ncbi","Lymantria","Erebidae","Lepidoptera","Metazoa"
"ncbi","Lyroda","Crabronidae","Hymenoptera","Metazoa"
"ncbi","Macaria","Geometridae","Lepidoptera","Metazoa"
"ncbi","Macrobrachius","Mycetophilidae","Diptera","Metazoa"
"ncbi","Macrocentrus","Braconidae","Hymenoptera","Metazoa"
"ncbi","Macrocera","Keroplatidae","Diptera","Metazoa"
"ncbi","Macropsis","Cicadellidae","Hemiptera","Metazoa"
"ncbi","Macrosteles","Cicadellidae","Hemiptera","Metazoa"
"ncbi","Madarellus","Curculionidae","Coleoptera","Metazoa"
"ncbi","Magusa","Noctuidae","Lepidoptera","Metazoa"
"ncbi","Malacosoma","Lasiocampidae","Lepidoptera","Metazoa"
"ncbi","Maladera","Scarabaeidae","Coleoptera","Metazoa"
"ncbi","Maliattha","Noctuidae","Lepidoptera","Metazoa"
"ncbi","Mallota","Syrphidae","Diptera","Metazoa"
"ncbi","Malporus","Anthicidae","Coleoptera","Metazoa"
"ncbi","Manduca","Sphingidae","Lepidoptera","Metazoa"
"ncbi","Mantis","Mantidae","Mantodea","Metazoa"
"ncbi","Mantura","Chrysomelidae","Coleoptera","Metazoa"
"ncbi","Marathyssa","Euteliidae","Lepidoptera","Metazoa"
"ncbi","Mecinus","Curculionidae","Coleoptera","Metazoa"
"ncbi","Meconema","Tettigoniidae","Orthoptera","Metazoa"
"ncbi","Mecynotarsus","Anthicidae","Coleoptera","Metazoa"
"ncbi","Medon","Staphylinidae","Coleoptera","Metazoa"
"ncbi","Megachile","Megachilidae","Hymenoptera","Metazoa"
"ncbi","Megacyllene","Cerambycidae","Coleoptera","Metazoa"
"ncbi","Megaloceroea","Miridae","Hemiptera","Metazoa"
"ncbi","Megalographa","Noctuidae","Lepidoptera","Metazoa"
"ncbi","Megaspilidae","Megaspilidae","Hymenoptera","Metazoa"
"ncbi","Megastigmus","Megastigmidae","Hymenoptera","Metazoa"
"ncbi","Megisto","Nymphalidae","Lepidoptera","Metazoa"
"ncbi","Melanaethus","Cydnidae","Hemiptera","Metazoa"
"ncbi","Melanophthalma","Latridiidae","Coleoptera","Metazoa"
"ncbi","Melanoplus","Acrididae","Orthoptera","Metazoa"
"ncbi","Melanostoma","Syrphidae","Diptera","Metazoa"
"ncbi","Melanotus","Elateridae","Coleoptera","Metazoa"
"ncbi","Melba","Staphylinidae","Coleoptera","Metazoa"
"ncbi","Meligethes","Nitidulidae","Coleoptera","Metazoa"
"ncbi","Melissodes","Apidae","Hymenoptera","Metazoa"
"ncbi","Meloe","Meloidae","Coleoptera","Metazoa"
"ncbi","Melyridae","Melyridae","Coleoptera","Metazoa"
"ncbi","Menosoma","Cicadellidae","Hemiptera","Metazoa"
"ncbi","Mesovelia","Mesoveliidae","Hemiptera","Metazoa"
"ncbi","Metachroma","Chrysomelidae","Coleoptera","Metazoa"
"ncbi","Metalectra","Erebidae","Lepidoptera","Metazoa"
"ncbi","Metarranthis","Geometridae","Lepidoptera","Metazoa"
"ncbi","Metaxaglaea","Noctuidae","Lepidoptera","Metazoa"
"ncbi","Metcalfa","Flatidae","Hemiptera","Metazoa"
"ncbi","Meteorinae","Braconidae","Hymenoptera","Metazoa"
"ncbi","Meteorus","Braconidae","Hymenoptera","Metazoa"
"ncbi","Metrioptera","Tettigoniidae","Orthoptera","Metazoa"
"ncbi","Micracanthia","Saldidae","Hemiptera","Metazoa"
"ncbi","Micranoplium","Cerambycidae","Coleoptera","Metazoa"
"ncbi","Microbembex","Crabronidae","Hymenoptera","Metazoa"
"ncbi","Microcentrus","Membracidae","Hemiptera","Metazoa"
"ncbi","Microgastrinae","Braconidae","Hymenoptera","Metazoa"
"ncbi","Micropezidae","Micropezidae","Diptera","Metazoa"
"ncbi","Microporus","Cydnidae","Hemiptera","Metazoa"
"ncbi","Microrhagus","Eucnemidae","Coleoptera","Metazoa"
"ncbi","Microscapha","Melandryidae","Coleoptera","Metazoa"
"ncbi","Microtonus","Melandryidae","Coleoptera","Metazoa"
"ncbi","Mimumesa","Crabronidae","Hymenoptera","Metazoa"
"ncbi","Miridae","Miridae","Hemiptera","Metazoa"
"ncbi","Monarthrum","Curculionidae","Coleoptera","Metazoa"
"ncbi","Monobia","Vespidae","Hymenoptera","Metazoa"
"ncbi","Monoclona","Mycetophilidae","Diptera","Metazoa"
"ncbi","Monomorium","Formicidae","Hymenoptera","Metazoa"
"ncbi","Monotoma","Monotomidae","Coleoptera","Metazoa"
"ncbi","Mordella","Mordellidae","Coleoptera","Metazoa"
"ncbi","Mordellaria","Mordellidae","Coleoptera","Metazoa"
"ncbi","Mordellidae","Mordellidae","Coleoptera","Metazoa"
"ncbi","Mordellina","Mordellidae","Coleoptera","Metazoa"
"ncbi","Mordellistena","Mordellidae","Coleoptera","Metazoa"
"ncbi","Mordellochroa","Mordellidae","Coleoptera","Metazoa"
"ncbi","Muscidae","Muscidae","Diptera","Metazoa"
"ncbi","Mycetophila","Mycetophilidae","Diptera","Metazoa"
"ncbi","Mycetophilidae","Mycetophilidae","Diptera","Metazoa"
"ncbi","Mycetoporus","Staphylinidae","Coleoptera","Metazoa"
"ncbi","Mycomya","Mycetophilidae","Diptera","Metazoa"
"ncbi","Mymaridae","Mymaridae","Hymenoptera","Metazoa"
"ncbi","Myodocha","Rhyparochromidae","Hemiptera","Metazoa"
"ncbi","Myosides","Curculionidae","Coleoptera","Metazoa"
"ncbi","Myrmecina","Formicidae","Hymenoptera","Metazoa"
"ncbi","Myrmex","Curculionidae","Coleoptera","Metazoa"
"ncbi","Myrmica","Formicidae","Hymenoptera","Metazoa"
"ncbi","Myrmosa","Myrmosidae","Hymenoptera","Metazoa"
"ncbi","Mythimna","Noctuidae","Lepidoptera","Metazoa"
"ncbi","Nabidae","Nabidae","Hemiptera","Metazoa"
"ncbi","Nabis","Nabidae","Hemiptera","Metazoa"
"ncbi","Nacerdes","Oedemeridae","Coleoptera","Metazoa"
"ncbi","Nacophora","Geometridae","Lepidoptera","Metazoa"
"ncbi","Nadata","Notodontidae","Lepidoptera","Metazoa"
"ncbi","Neanura","Neanuridae","Poduromorpha","Metazoa"
"ncbi","Necrophila","Silphidae","Coleoptera","Metazoa"
"ncbi","Nehalennia","Coenagrionidae","Odonata","Metazoa"
"ncbi","Nematinae","Tenthredinidae","Hymenoptera","Metazoa"
"ncbi","Nematocera",NA,"Diptera","Metazoa"
"ncbi","Neobisnius","Staphylinidae","Coleoptera","Metazoa"
"ncbi","Neoclytus","Cerambycidae","Coleoptera","Metazoa"
"ncbi","Neoconocephalus","Tettigoniidae","Orthoptera","Metazoa"
"ncbi","Neoempheria","Mycetophilidae","Diptera","Metazoa"
"ncbi","Neogalerucella","Chrysomelidae","Coleoptera","Metazoa"
"ncbi","Neohecalus","Cicadellidae","Hemiptera","Metazoa"
"ncbi","Neohypnus","Staphylinidae","Coleoptera","Metazoa"
"ncbi","Neokolla","Cicadellidae","Hemiptera","Metazoa"
"ncbi","Neomida","Tenebrionidae","Coleoptera","Metazoa"
"ncbi","Neoneides","Berytidae","Hemiptera","Metazoa"
"ncbi","Neopamera","Rhyparochromidae","Hemiptera","Metazoa"
"ncbi","Neoplatyura","Keroplatidae","Diptera","Metazoa"
"ncbi","Neoscona","Araneidae","Araneae","Metazoa"
"ncbi","Neoxabea","Gryllidae","Orthoptera","Metazoa"
"ncbi","Nephelodes","Noctuidae","Lepidoptera","Metazoa"
"ncbi","Nephrotoma","Tipulidae","Diptera","Metazoa"
"ncbi","Nesovitrea","Oxychilidae","Stylommatophora","Metazoa"
"ncbi","Neurocolpus","Miridae","Hemiptera","Metazoa"
"ncbi","Nicrophorus","Silphidae","Coleoptera","Metazoa"
"ncbi","Nipponoserica","Scarabaeidae","Coleoptera","Metazoa"
"ncbi","Nitidulidae","Nitidulidae","Coleoptera","Metazoa"
"ncbi","Noctua","Noctuidae","Lepidoptera","Metazoa"
"ncbi","Nomada","Apidae","Hymenoptera","Metazoa"
"ncbi","Nomophila","Crambidae","Lepidoptera","Metazoa"
"ncbi","Nopoiulus","Blaniulidae","Julida","Metazoa"
"ncbi","Notiobia","Carabidae","Coleoptera","Metazoa"
"ncbi","Notiophilus","Carabidae","Coleoptera","Metazoa"
"ncbi","Notoxus","Anthicidae","Coleoptera","Metazoa"
"ncbi","Novisuccinea","Succineidae","Stylommatophora","Metazoa"
"ncbi","Nylanderia","Formicidae","Hymenoptera","Metazoa"
"ncbi","Nymphalis","Nymphalidae","Lepidoptera","Metazoa"
"ncbi","Nysson","Crabronidae","Hymenoptera","Metazoa"
"ncbi","Oberea","Cerambycidae","Coleoptera","Metazoa"
"ncbi","Ochlerotatus","Culicidae","Diptera","Metazoa"
"ncbi","Ochropleura","Noctuidae","Lepidoptera","Metazoa"
"ncbi","Ochthephilum","Staphylinidae","Coleoptera","Metazoa"
"ncbi","Ocypus","Staphylinidae","Coleoptera","Metazoa"
"ncbi","Odonteus","Bolboceratidae","Coleoptera","Metazoa"
"ncbi","Odontocorynus","Curculionidae","Coleoptera","Metazoa"
"ncbi","Odontomyia","Stratiomyidae","Diptera","Metazoa"
"ncbi","Odontota","Chrysomelidae","Coleoptera","Metazoa"
"ncbi","Oebalus","Pentatomidae","Hemiptera","Metazoa"
"ncbi","Oecanthus","Gryllidae","Orthoptera","Metazoa"
"ncbi","Oedancala","Pachygronthidae","Hemiptera","Metazoa"
"ncbi","Oliarus","Cixiidae","Hemiptera","Metazoa"
"ncbi","Olibrus","Phalacridae","Coleoptera","Metazoa"
"ncbi","Oligia","Noctuidae","Lepidoptera","Metazoa"
"ncbi","Oligomerus","Anobiidae","Coleoptera","Metazoa"
"ncbi","Oligota","Staphylinidae","Coleoptera","Metazoa"
"ncbi","Omalium","Staphylinidae","Coleoptera","Metazoa"
"ncbi","Omalus","Chrysididae","Hymenoptera","Metazoa"
"ncbi","Omosita","Nitidulidae","Coleoptera","Metazoa"
"ncbi","Oncopeltus","Lygaeidae","Hemiptera","Metazoa"
"ncbi","Oncopsis","Cicadellidae","Hemiptera","Metazoa"
"ncbi","Onichodon","Eucnemidae","Coleoptera","Metazoa"
"ncbi","Oniscus","Oniscidae","Isopoda","Metazoa"
"ncbi","Onthophagus","Scarabaeidae","Coleoptera","Metazoa"
"ncbi","Opatrinus","Tenebrionidae","Coleoptera","Metazoa"
"ncbi","Ophioninae","Ichneumonidae","Hymenoptera","Metazoa"
"ncbi","Ophonus","Carabidae","Coleoptera","Metazoa"
"ncbi","Ophraella","Chrysomelidae","Coleoptera","Metazoa"
"ncbi","Ophyiulus","Julidae","Julida","Metazoa"
"ncbi","Opiinae","Braconidae","Hymenoptera","Metazoa"
"ncbi","Orchelimum","Tettigoniidae","Orthoptera","Metazoa"
"ncbi","Orchesella","Orchesellidae","Entomobryomorpha","Metazoa"
"ncbi","Orchesia","Melandryidae","Coleoptera","Metazoa"
"ncbi","Orchestia","Talitridae","Amphipoda","Metazoa"
"ncbi","Oreta","Drepanidae","Lepidoptera","Metazoa"
"ncbi","Orfelia","Keroplatidae","Diptera","Metazoa"
"ncbi","Orientus","Cicadellidae","Hemiptera","Metazoa"
"ncbi","Orius","Anthocoridae","Hemiptera","Metazoa"
"ncbi","Orthaltica","Chrysomelidae","Coleoptera","Metazoa"
"ncbi","Orthonama","Geometridae","Lepidoptera","Metazoa"
"ncbi","Orthoperus","Corylophidae","Coleoptera","Metazoa"
"ncbi","Orthoptera",NA,"Orthoptera","Metazoa"
"ncbi","Orthosoma","Cerambycidae","Coleoptera","Metazoa"
"ncbi","Osbornellus","Cicadellidae","Hemiptera","Metazoa"
"ncbi","Osmia","Megachilidae","Hymenoptera","Metazoa"
"ncbi","Ostrinia","Crambidae","Lepidoptera","Metazoa"
"ncbi","Otiorhynchus","Curculionidae","Coleoptera","Metazoa"
"ncbi","Oxidus","Paradoxosomatidae","Polydesmida","Metazoa"
